station_numbeer,zone_code,zone_name,district_code,district_name,block_code,block_name,panchayat_code,panchayat_name,location,longitude,latitude,station_type,agency,installed_position,date_of_comm,is_problematic,station_premises_on,vendor_engineer_name,User_ID,station_premises_condition,last_visited_date
63196667,53,South East,31,Khagaria,310005,Beldaur,196667,Dighaun,,86.812,25.556,ARG,Skymet,Ground,,,Private Land,Sanni kumar ,14,No-Issue,25-06-2025
63196668,53,South East,31,Khagaria,310005,Beldaur,196668,Dumari,,86.746,25.549,ARG,Skymet,Ground,,,Private Land,Sanni kumar ,14,No-Issue,25-06-2025
63196669,53,South East,31,Khagaria,310005,Beldaur,196669,Itmadi,,86.809,25.499,ARG,Skymet,Ground,,,Private Land,,,,
63196670,53,South East,31,Khagaria,310005,Beldaur,196670,Kanjari,,86.698,25.628,ARG,Skymet,Ground,,,Private Land,,,,
63196671,53,South East,31,Khagaria,310005,Beldaur,196671,Kurwan,,86.844,25.573,ARG,Skymet,Ground,,,Private Land,Sanni kumar ,14,No-Issue,25-06-2025
63196672,53,South East,31,Khagaria,310005,Beldaur,196672,Mahinath Nagar,,86.754,25.636,ARG,Skymet,Ground,,,Private Land,Sanni kUmar ,14,No-Issue,24-06-2025
63196673,53,South East,31,Khagaria,310005,Beldaur,196673,Malli,,86.733,25.644,ARG,Skymet,Ground,,,Private Land,Sanni kumar ,14,No-Issue,24-06-2025
63196674,53,South East,31,Khagaria,310005,Beldaur,196674,Pachaut,,86.792,25.568,ARG,Skymet,Ground,,,Private Land,vivek kumar ,14,No-Issue,08-04-2024
63196675,53,South East,31,Khagaria,310005,Beldaur,196675,Pirnagara,,86.728,25.605,ARG,Skymet,Ground,,,Government Land,Sanni kumar ,14,No-Issue,24-06-2025
63196676,53,South East,31,Khagaria,310005,Beldaur,196676,Sakarohar,,86.823,25.605,ARG,Skymet,Ground,,,Private Land,Sanni kumar,14,No-Issue,25-06-2025
63196677,53,South East,31,Khagaria,310005,Beldaur,196677,Telihar,,86.715,25.558,ARG,Skymet,Ground,,,Private Land,Sanni kumar ,14,No-Issue,25-06-2025
63196678,53,South East,31,Khagaria,310004,Chautham,196678,Buchcha,,86.615,25.619,ARG,Skymet,Ground,,,Private Land,,,,
63196679,53,South East,31,Khagaria,310004,Chautham,196679,Chautham,,86.649,25.546,ARG,Skymet,Ground,,,Private Land,Sanny Kumar,14,No-Issue,14-10-2025
63196680,53,South East,31,Khagaria,310004,Chautham,196680,Dhutauli,,86.636,25.547,ARG,Skymet,Ground,,,Private Land,Sanny kumar ,14,No-Issue,14-10-2025
63196681,53,South East,31,Khagaria,310004,Chautham,196681,East Borne,,86.72,25.526,ARG,Skymet,Ground,,,Private Land,Sanni kumar ,14,No-Issue,26-06-2025
63196682,53,South East,31,Khagaria,310004,Chautham,196682,Hardiya,,86.602,25.56,ARG,Skymet,Ground,,,Private Land,sunnay kumar,14,No-Issue,14-10-2025
63196683,53,South East,31,Khagaria,310004,Chautham,196683,Middle Borne,,86.686,25.534,ARG,Skymet,Ground,,,Private Land,Sanny Kumar,14,No-Issue,14-10-2025
63196684,53,South East,31,Khagaria,310004,Chautham,196684,Nirpur,,86.639,25.513,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,Partially Sub-merged,15-10-2025
63196685,53,South East,31,Khagaria,310004,Chautham,196685,Pipra,,86.648,25.508,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,15-10-2025
63196686,53,South East,31,Khagaria,310004,Chautham,196686,Rohiyar,,86.609,25.584,ARG,Skymet,Rooftop,,,Private Land,vivek kumar ,14,No-Issue,08-04-2024
63196687,53,South East,31,Khagaria,310004,Chautham,196687,Sarsawa,,86.598,25.608,ARG,Skymet,Ground,,,Private Land,Sanni kumar ,14,No-Issue,26-06-2025
63196688,53,South East,31,Khagaria,310004,Chautham,196688,Telaunchh,,86.644,25.498,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,15-10-2025
63196689,53,South East,31,Khagaria,310004,Chautham,196689,Thuthi Mohanpur,,86.68,25.555,ARG,Skymet,Ground,,,Private Land,,,,
63196690,53,South East,31,Khagaria,310004,Chautham,196690,West Borne,,86.658,25.514,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,14-10-2025
63196691,53,South East,31,Khagaria,310006,Gogri,196691,Baltara,,86.723,25.511,ARG,Skymet,Rooftop,,,Private Land,Rishi Anand ,14,No-Issue,09-01-2025
63196692,53,South East,31,Khagaria,310006,Gogri,196692,Banni,,86.612,25.48,ARG,Skymet,Rooftop,,,Private Land,Rishi Anand ,14,No-Issue,29-10-2024
63196693,53,South East,31,Khagaria,310006,Gogri,196693,Basudeopur,,86.689,25.39,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,16-10-2025
63196694,53,South East,31,Khagaria,310006,Gogri,196694,Borna,,86.622,25.443,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,16-10-2025
63196695,53,South East,31,Khagaria,310006,Gogri,196695,Deotha,,86.778,25.432,ARG,Skymet,Rooftop,,,Government Land,,,,
63196696,53,South East,31,Khagaria,310006,Gogri,196696,Gogri,,86.619,25.423,ARG,Skymet,Rooftop,,,Private Land,Sanny kumar,14,No-Issue,16-10-2025
63196697,53,South East,31,Khagaria,310006,Gogri,196697,Gouchhari,,86.677,25.435,ARG,Skymet,Ground,,,Private Land,vivek kumar ,14,No-Issue,08-04-2024
63196698,53,South East,31,Khagaria,310006,Gogri,196698,Itahari,,86.689,25.384,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,16-10-2025
63196699,53,South East,31,Khagaria,310006,Gogri,196699,Jhiktiya,,86.62,25.457,ARG,Skymet,Ground,,,Private Land,Rishi Anand ,14,No-Issue,08-01-2025
63196700,53,South East,31,Khagaria,310006,Gogri,196700,Koela,,86.779,25.465,ARG,Skymet,Ground,,,Private Land,,,,
63196701,53,South East,31,Khagaria,310006,Gogri,196701,Madarpur,,86.638,25.458,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,15-10-2025
63196702,53,South East,31,Khagaria,310006,Gogri,196702,Maheshkhunt,,86.633,25.466,ARG,Skymet,Ground,,,Government Land,Sanny kumar,14,No-Issue,15-10-2025
63196703,53,South East,31,Khagaria,310006,Gogri,196703,Maira,,86.706,25.486,ARG,Skymet,Ground,,,Private Land,Rishi Anand ,14,No-Issue,09-01-2025
63196704,53,South East,31,Khagaria,310006,Gogri,196704,Muskipur,,86.677,25.409,ARG,Skymet,Ground,,,Private Land,Rishi Anand ,14,No-Issue,29-10-2024
63196705,53,South East,31,Khagaria,310006,Gogri,196705,North Jamalpur,,86.669,25.438,ARG,Skymet,Ground,,,Private Land,vivek kumar ,14,No-Issue,08-04-2024
63196706,53,South East,31,Khagaria,310006,Gogri,196706,Paikat,,86.805,25.456,ARG,Skymet,Rooftop,,,Private Land,,,,
63196707,53,South East,31,Khagaria,310006,Gogri,196707,Pakrail,,86.681,25.497,ARG,Skymet,Ground,,,Private Land,Rishi Anand ,14,No-Issue,09-01-2025
63196708,53,South East,31,Khagaria,310006,Gogri,196708,Pasraha,,86.703,25.402,ARG,Skymet,Rooftop,,,Private Land,,,,
63196709,53,South East,31,Khagaria,310006,Gogri,196709,Paura,,86.744,25.483,ARG,Skymet,Ground,,,Private Land,,,,
63196710,53,South East,31,Khagaria,310006,Gogri,196710,Rampur,,86.657,25.407,ARG,Skymet,Rooftop,,,Private Land,Sanny kumar,14,No-Issue,16-10-2025
63196711,53,South East,31,Khagaria,310006,Gogri,196711,Ratan,,86.638,25.438,ARG,Skymet,Ground,,,Private Land,Rishi Anand ,14,No-Issue,08-01-2025
63196712,53,South East,31,Khagaria,310006,Gogri,196712,Samaspur,,86.621,25.47,ARG,Skymet,Ground,,,Private Land,,,,
63196713,53,South East,31,Khagaria,310006,Gogri,196713,Sherchakla,,86.724,25.391,ARG,Skymet,Ground,,,Private Land,Rishi Anand ,14,No-Issue,29-10-2024
63196714,53,South East,31,Khagaria,310006,Gogri,196714,South Jamalpur,,86.652,25.437,ARG,Skymet,Ground,,,Private Land,Vivek kumar ,14,Sub-merged,22-01-2024
63196715,53,South East,31,Khagaria,310002,Khagaria,196715,Bachhouta,,86.462,25.524,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,18-10-2025
63196716,53,South East,31,Khagaria,310002,Khagaria,196716,Barai,,86.314,25.564,ARG,Skymet,Ground,,,Private Land,Abhishek Kumar ,14,No-Issue,02-11-2024
63196717,53,South East,31,Khagaria,310002,Khagaria,196717,Belasimri,,86.298,25.532,ARG,Skymet,Ground,,,Private Land,Aditya kumar ,14,No-Issue,07-03-2025
63196718,53,South East,31,Khagaria,310002,Khagaria,196718,Bhadas Uttar,,86.436,25.523,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,17-10-2025
63196719,53,South East,31,Khagaria,310002,Khagaria,196719,Bhadas Dakshin,,86.435,25.52,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,18-10-2025
63196720,53,South East,31,Khagaria,310002,Khagaria,196720,Dhusmuri Bishanpur,,86.407,25.544,ARG,Skymet,Ground,,,Private Land,Aditya kumar ,14,No-Issue,06-03-2025
63196721,53,South East,31,Khagaria,310002,Khagaria,196721,Gaurashakti,,86.529,25.519,ARG,Skymet,Ground,,,Private Land,Abhishek Kumar ,14,No-Issue,02-11-2024
63196722,53,South East,31,Khagaria,310002,Khagaria,196722,Jahangira,,86.366,25.523,ARG,Skymet,Ground,,,Private Land,Aditya kumar ,14,No-Issue,07-03-2025
63196723,53,South East,31,Khagaria,310002,Khagaria,196723,Jalkoura,,86.372,25.498,ARG,Skymet,Ground,,,Private Land,Aditya kumar ,14,No-Issue,08-03-2025
63196724,53,South East,31,Khagaria,310002,Khagaria,196724,Kasimpur,,86.419,25.504,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,17-10-2025
63196725,53,South East,31,Khagaria,310002,Khagaria,196725,Kothia,,86.438,25.504,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,Partially Sub-merged,17-10-2025
63196726,53,South East,31,Khagaria,310002,Khagaria,196726,Labhgaun,,86.39,25.511,ARG,Skymet,Ground,,,Private Land,Sanny kumar,14,No-Issue,17-10-2025
63196727,53,South East,31,Khagaria,310002,Khagaria,196727,Marar North,,86.506,25.542,ARG,Skymet,Rooftop,,,Private Land,Rishikesh Anand ,14,No-Issue,20-08-2024
63196728,53,South East,31,Khagaria,310002,Khagaria,196728,Marar South,,86.509,25.542,ARG,Skymet,Ground,,,Private Land,Abhishek Kumar ,14,No-Issue,02-11-2024
63196729,53,South East,31,Khagaria,310002,Khagaria,196729,Mathurapur,,86.458,25.515,ARG,Skymet,Ground,,,Government Land,Sanny kumar,14,No-Issue,18-10-2025
63196730,53,South East,31,Khagaria,310002,Khagaria,196730,Olapur Gangore,,86.335,25.514,ARG,Skymet,Ground,,,Private Land,Aditya kumar ,14,No-Issue,07-03-2025
63196731,53,South East,31,Khagaria,310002,Khagaria,196731,Rahimpur Dakshin,,86.487,25.459,ARG,Skymet,Ground,,,Private Land,Rishikesh Anand ,14,Sub-merged,22-08-2024
63196732,53,South East,31,Khagaria,310002,Khagaria,196732,Rahimpur Madhya,,86.458,25.477,ARG,Skymet,Rooftop,,,Private Land,Rishikesh Anand ,14,No-Issue,22-08-2024
63196733,53,South East,31,Khagaria,310002,Khagaria,196733,Rahimpur Uttari,,86.477,25.49,ARG,Skymet,Ground,,,Private Land,Rishikesh Anand ,14,No-Issue,22-08-2024
63196734,53,South East,31,Khagaria,310002,Khagaria,196734,Rani Sakarpura,,86.287,25.55,ARG,Skymet,Ground,,,Private Land,Aditya kumar ,14,No-Issue,07-03-2025
63196735,53,South East,31,Khagaria,310002,Khagaria,196735,Ranko,,86.49,25.521,ARG,Skymet,Ground,,,Private Land,Aditya kumar ,14,Partially Sub-merged,08-03-2025
63196736,53,South East,31,Khagaria,310002,Khagaria,196736,Rasounk,,86.504,25.557,ARG,Skymet,Ground,,,Private Land,Rishikesh Anand ,14,Sub-merged,20-08-2024
63196737,53,South East,31,Khagaria,310002,Khagaria,196737,Sanhouli,,86.473,25.514,ARG,Skymet,Ground,,,Government Land,Sanny kumar,14,No-Issue,18-10-2025
63196738,53,South East,31,Khagaria,310002,Khagaria,196738,Sansarpur,,86.5,25.51,ARG,Skymet,Ground,,,Government Land,Sanny kumar,14,No-Issue,18-10-2025
63196739,53,South East,31,Khagaria,310002,Khagaria,196739,Tetarabad,,86.363,25.489,ARG,Skymet,Ground,,,Private Land,Abhishek Kumar ,14,Sub-merged,02-11-2024
63196740,53,South East,31,Khagaria,310002,Khagaria,196740,Uttar Marar,,86.494,25.572,ARG,Skymet,Ground,,,Government Land,,,,
63196741,53,South East,31,Khagaria,310003,Mansi,196741,Amani,,86.531,25.541,ARG,Skymet,Ground,,,Private Land,Aditya kumar ,14,No-Issue,04-03-2025
63196742,53,South East,31,Khagaria,310003,Mansi,196742,Balha,,86.568,25.549,ARG,Skymet,Ground,,,Private Land,Aditya kumar ,14,No-Issue,04-03-2025
63196743,53,South East,31,Khagaria,310003,Mansi,196743,Chak Husaini,,86.553,25.512,ARG,Skymet,Rooftop,,,Government Land,,,,
63196744,53,South East,31,Khagaria,310003,Mansi,196744,Khutia,,86.533,25.512,ARG,Skymet,Ground,,,Private Land,Rishi Anand ,14,No-Issue,06-01-2025
63196745,53,South East,31,Khagaria,310003,Mansi,196745,Paschimi Thatha,,86.563,25.516,ARG,Skymet,Ground,,,Private Land,Rishi Anand ,14,No-Issue,06-01-2025
63196746,53,South East,31,Khagaria,310003,Mansi,196746,Purbi Thatha,,86.584,25.506,ARG,Skymet,Ground,,,Private Land,Vivek kumar ,14,No-Issue,02-04-2024
63196747,53,South East,31,Khagaria,310003,Mansi,196747,Saidpur,,86.556,25.544,ARG,Skymet,Ground,,,Private Land,Rishi Anand ,14,No-Issue,06-01-2025
63196748,53,South East,31,Khagaria,310007,Parbatta,196748,Baisa,,86.728,25.351,ARG,Skymet,Rooftop,,,Government Land,Vivek kumar ,14,No-Issue,02-04-2024
63196749,53,South East,31,Khagaria,310007,Parbatta,196749,Bandehra,,86.737,25.375,ARG,Skymet,Ground,,,Private Land,Abhishek Kumar ,14,No-Issue,31-10-2024
63196750,53,South East,31,Khagaria,310007,Parbatta,196750,Bharso,,86.778,25.349,ARG,Skymet,Rooftop,,,Private Land,vivek kumar ,14,No-Issue,08-04-2024
63196751,53,South East,31,Khagaria,310007,Parbatta,196751,Dariyapur Bhelwa,,86.678,25.335,ARG,Skymet,Ground,,,Private Land,Abhishek Kumar ,14,No-Issue,30-10-2024
63196752,53,South East,31,Khagaria,310007,Parbatta,196752,Deori,,86.714,25.366,ARG,Skymet,Ground,,,Private Land,vivek kumar ,14,No-Issue,08-04-2024
63196753,53,South East,31,Khagaria,310007,Parbatta,196753,Gobindpur,,86.71,25.321,ARG,Skymet,Rooftop,,,Private Land,Abhishek Kumar ,14,No-Issue,30-10-2024
63196754,53,South East,31,Khagaria,310007,Parbatta,196754,Jarawarpur,,86.684,25.328,ARG,Skymet,Rooftop,,,Private Land,Abhishek Kumar ,14,No-Issue,30-10-2024
63196755,53,South East,31,Khagaria,310007,Parbatta,196755,Kabela,,86.679,25.344,ARG,Skymet,Ground,,,Private Land,Abhishek Kumar ,14,No-Issue,30-10-2024
63196756,53,South East,31,Khagaria,310007,Parbatta,196756,Khajraitha,,86.799,25.364,ARG,Skymet,Rooftop,,,Private Land,Abhishek Kumar ,14,No-Issue,31-10-2024
63196757,53,South East,31,Khagaria,310007,Parbatta,196757,Khiradih,,86.736,25.289,ARG,Skymet,Ground,,,Private Land,Abhishek Kumar ,14,No-Issue,31-10-2024
63196758,53,South East,31,Khagaria,310007,Parbatta,196758,Kolwara,,86.776,25.353,ARG,Skymet,Rooftop,,,Private Land,vivek kumar ,14,No-Issue,08-04-2024
63196759,53,South East,31,Khagaria,310007,Parbatta,196759,Kulharia,,86.773,25.347,ARG,Skymet,Rooftop,,,Private Land,vivek kumar ,14,No-Issue,08-04-2024
63196760,53,South East,31,Khagaria,310007,Parbatta,196760,Lagar,,86.75,25.305,ARG,Skymet,Rooftop,,,Private Land,Abhishek Kumar ,14,No-Issue,31-10-2024
63196761,53,South East,31,Khagaria,310007,Parbatta,196761,Madhowpur,,86.657,25.338,ARG,Skymet,Rooftop,,,Private Land,Abhishek Kumar ,14,No-Issue,30-10-2024
63196762,53,South East,31,Khagaria,310007,Parbatta,196762,Mahaddipur,,86.737,25.393,ARG,Skymet,Ground,,,Government Land,vivek kumar ,14,No-Issue,08-04-2024
63196763,53,South East,31,Khagaria,310007,Parbatta,196763,Parbatta,,86.724,25.321,ARG,Skymet,Ground,,,Private Land,vivek kumar ,14,No-Issue,08-04-2024
63196764,53,South East,31,Khagaria,310007,Parbatta,196764,Pipralatif,,86.719,25.357,ARG,Skymet,Rooftop,,,Government Land,vivek kumar ,14,No-Issue,08-04-2024
63196765,53,South East,31,Khagaria,310007,Parbatta,196765,Rampur Urf Rahimpur,,86.723,25.308,ARG,Skymet,Ground,,,Private Land,,,,
63196766,53,South East,31,Khagaria,310007,Parbatta,196766,Saurh North,,86.825,25.408,ARG,Skymet,Rooftop,,,Private Land,,,,
63196767,53,South East,31,Khagaria,310007,Parbatta,196767,Saurh South,,86.798,25.379,ARG,Skymet,Rooftop,,,Private Land,Abhishek Kumar ,14,No-Issue,31-10-2024
63196768,53,South East,31,Khagaria,310007,Parbatta,196768,Siadatpur Aguani,,86.734,25.284,ARG,Skymet,Ground,,,Private Land,Abhishek Kumar ,14,Sub-merged,30-10-2024
63196769,53,South East,31,Khagaria,310007,Parbatta,196769,Temtha Karari,,86.72,25.301,ARG,Skymet,Rooftop,,,Private Land,,,,
63196770,51,North East,18,Kishanganj,180005,Bahadurganj,196770,Altabari,,87.884,26.233,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,09-04-2025
63196771,51,North East,18,Kishanganj,180005,Bahadurganj,196771,Bangama,,87.897,26.312,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,16-12-2025
63196772,51,North East,18,Kishanganj,180005,Bahadurganj,196772,Bhatabari,,87.778,26.3,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,18-11-2024
63196773,51,North East,18,Kishanganj,180005,Bahadurganj,196773,Bhauradah,,87.86,26.282,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,11-09-2025
63196774,51,North East,18,Kishanganj,180005,Bahadurganj,196774,Chandwar,,87.896,26.277,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,05-11-2025
63196775,51,North East,18,Kishanganj,180005,Bahadurganj,196775,Chikabari,,87.932,26.271,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,16-12-2025
63196776,51,North East,18,Kishanganj,180005,Bahadurganj,196776,Desiya Toli,,87.919,26.239,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,16-12-2025
63196777,51,North East,18,Kishanganj,180005,Bahadurganj,196777,Dohar,,87.793,26.234,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,11-09-2025
63196778,51,North East,18,Kishanganj,180005,Bahadurganj,196778,Durgapur Bangama,,87.702,26.24,ARG,Ingen,Rooftop,06-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,18-07-2025
63196779,51,North East,18,Kishanganj,180005,Bahadurganj,196779,Gangi,,87.897,26.228,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,05-11-2025
63196780,51,North East,18,Kishanganj,180005,Bahadurganj,196780,Gua Bari,,87.864,26.335,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,16-12-2025
63196781,51,North East,18,Kishanganj,180005,Bahadurganj,196781,Jhiljhili,,87.81,26.21,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,11-09-2025
63196782,51,North East,18,Kishanganj,180005,Bahadurganj,196782,Jhinga Kanta,,87.797,26.27,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,14-08-2025
63196783,51,North East,18,Kishanganj,180005,Bahadurganj,196783,Laucha,,87.745,26.277,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,18-07-2025
63196784,51,North East,18,Kishanganj,180005,Bahadurganj,196784,Mahesh Bathana,,87.771,26.283,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,14-08-2025
63196785,51,North East,18,Kishanganj,180005,Bahadurganj,196785,Mohamadnagar,,87.929,26.284,ARG,Ingen,Ground,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,05-11-2025
63196786,51,North East,18,Kishanganj,180005,Bahadurganj,196786,Natuapara,,87.849,26.214,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,29-01-2025
63196787,51,North East,18,Kishanganj,180005,Bahadurganj,196787,Nisandra,,87.715,26.229,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,21-04-2025
63196788,51,North East,18,Kishanganj,180005,Bahadurganj,196788,Palasmani,,87.805,26.252,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,05-11-2025
63196789,51,North East,18,Kishanganj,180005,Bahadurganj,196789,Samesar,,87.821,26.309,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,09-04-2025
63196790,51,North East,18,Kishanganj,180002,Dighalbank,196790,Aath Gachhi,,87.932,26.387,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,18-06-2025
63196791,51,North East,18,Kishanganj,180002,Dighalbank,196791,Dahibhat,,87.826,26.36,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,11-10-2025
63196792,51,North East,18,Kishanganj,180002,Dighalbank,196792,Dhangarah,,87.804,26.343,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,19-11-2024
63196793,51,North East,18,Kishanganj,180002,Dighalbank,196793,Dhantola,,87.881,26.435,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,11-10-2025
63196794,51,North East,18,Kishanganj,180002,Dighalbank,196794,Dighalbank,,87.868,26.428,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,11-10-2025
63196795,51,North East,18,Kishanganj,180002,Dighalbank,196795,Ekra,,87.922,26.325,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,16-06-2025
63196796,51,North East,18,Kishanganj,180002,Dighalbank,196796,Jagir Padampur,,87.89,26.353,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,19-11-2024
63196797,51,North East,18,Kishanganj,180002,Dighalbank,196797,Karua Mani,,87.889,26.398,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,11-10-2025
63196798,51,North East,18,Kishanganj,180002,Dighalbank,196798,Lohagara,,87.783,26.419,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,30-07-2025
63196799,51,North East,18,Kishanganj,180002,Dighalbank,196799,Luxmi Pur,,87.795,26.384,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,30-07-2025
63196800,51,North East,18,Kishanganj,180002,Dighalbank,196800,Mangura,,87.853,26.4,ARG,Ingen,Ground,03-03-2022 00:00,,Government Land,Anwarul haque ,21,No-Issue,01-01-2025
63196801,51,North East,18,Kishanganj,180002,Dighalbank,196801,Pathar Ghati,,87.774,26.326,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,30-07-2025
63196802,51,North East,18,Kishanganj,180002,Dighalbank,196802,Satkaua,,87.832,26.403,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,30-07-2025
63196803,51,North East,18,Kishanganj,180002,Dighalbank,196803,Singhi Mari,,87.803,26.432,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,30-07-2025
63196804,51,North East,18,Kishanganj,180002,Dighalbank,196804,Tara Bari Padampur,,87.934,26.359,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,16-06-2025
63196805,51,North East,18,Kishanganj,180002,Dighalbank,196805,Tulsia,,87.844,26.352,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,11-10-2025
63196806,51,North East,18,Kishanganj,180007,Kishanganj,196806,Belwa,,87.985,26.173,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,01-01-2026
63196807,51,North East,18,Kishanganj,180007,Kishanganj,196807,Chakla,,87.904,26.117,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,16-08-2025
63196808,51,North East,18,Kishanganj,180007,Kishanganj,196808,Daula,,87.882,26.043,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,23-06-2024
63196809,51,North East,18,Kishanganj,180007,Kishanganj,196809,Gachpara,,87.952,26.149,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,30-12-2024
63196810,51,North East,18,Kishanganj,180007,Kishanganj,196810,Halamala,,87.985,26.218,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,01-01-2026
63196811,51,North East,18,Kishanganj,180007,Kishanganj,196811,Mahin Gaon,,87.884,26.066,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque ,21,No-Issue,30-12-2024
63196812,51,North East,18,Kishanganj,180007,Kishanganj,196812,Motihara Taluka,,88.036,26.194,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,01-01-2026
63196813,51,North East,18,Kishanganj,180007,Kishanganj,196813,Pichalia,,87.846,25.995,ARG,Ingen,Rooftop,06-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,23-06-2024
63196814,51,North East,18,Kishanganj,180007,Kishanganj,196814,Singhia Kulamani,,88.004,26.178,ARG,Ingen,Ground,04-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,01-01-2026
63196815,51,North East,18,Kishanganj,180007,Kishanganj,196815,Teusa,,87.956,26.128,ARG,Ingen,Ground,05-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,01-01-2026
63196816,51,North East,18,Kishanganj,180006,Kochadhamin,196816,Bagalbari,,87.884,26.145,ARG,Ingen,Ground,03-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,15-12-2025
63196817,51,North East,18,Kishanganj,180006,Kochadhamin,196817,Baliya,,87.707,26.154,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,No-Issue,10-10-2025
63196818,51,North East,18,Kishanganj,180006,Kochadhamin,196818,Barizan Pothimari Zagir,,87.806,26.202,ARG,Ingen,Ground,02-03-2022 00:00,,Private Land,Anwarul haque,21,Damaged,04-08-2024
